hedge_fund,date,市值,加碼,減碼,XIRR
Millennium Management,2016-08-15,32644650234.989975,11114865711.58,9774470635.099998,
Millennium Management,2016-11-14,43373330097.93,18285019284.42999,8350410363.8899975,
Millennium Management,2017-02-14,52623399231.630035,22785602743.85999,11146190863.43,
Millennium Management,2017-05-15,649859086901.1088,12388023446.50001,14845312893.260004,
Millennium Management,2017-08-14,120771385821.30997,12742141718.219995,14283011969.360006,
Millennium Management,2017-11-14,140482132526.4701,15628656677.769985,12106539677.889994,-0.6988887721123332
Millennium Management,2018-02-14,85430892304.71982,17161179522.720001,15502143661.98999,
Millennium Management,2018-05-15,70327095038.87,28243789731.63997,14822278696.849995,-0.7221279199469067
Millennium Management,2018-08-14,62201164596.20996,16235247234.840004,24195850640.190006,
Millennium Management,2018-11-14,54217817352.42999,15437062688.700016,20414955961.35,
Millennium Management,2019-02-14,57939009599.13993,23443092406.669994,18099674208.82,
Millennium Management,2019-05-14,58426533147.340034,25007326916.160007,20052811999.279987,
Millennium Management,2019-08-14,68430150731.51004,40601122635.01996,23164796228.74999,
Millennium Management,2019-11-14,39301045220.38993,19341446314.169968,47311877996.22997,-0.6180971578143138
Millennium Management,2020-02-14,65688191699.73009,35042059546.99,13895063448.019999,
Millennium Management,2020-05-14,21449358669.72998,5232842158.270008,28750039725.25998,
Millennium Management,2020-08-14,36818949805.24003,16836098564.60999,7633335631.700003,
